Sl. No.,Branch,Sem,Code,Register Number
2092,IT,5,U23IT403,722824205018
2093,IT,5,U23EC383,722824205018
2094,IT,5,U23OME81,722824205018
2095,IT,5,U23AM495,722824205018
2096,IT,5,U23CB593,722824205018
2097,IT,5,U23AD491,722824205018
2098,IT,5,U23IT403,722824205304
2099,IT,5,U23EC383,722824205304
2100,IT,5,U23OME81,722824205304
2101,IT,5,U23AM495,722824205304
2102,IT,5,U23CB593,722824205304
2103,IT,5,U23AD491,722824205304
2104,IT,5,U23IT403,722824205305
2105,IT,5,U23EC383,722824205305
2106,IT,5,U23OME81,722824205305
2107,IT,5,U23AM495,722824205305
2108,IT,5,U23CB593,722824205305
2109,IT,5,U23AD491,722824205305
2110,IT,5,U23IT403,722824205302
2111,IT,5,U23EC383,722824205302
2112,IT,5,U23OME81,722824205302
2113,IT,5,U23AM495,722824205302
2114,IT,5,U23CB593,722824205302
2115,IT,5,U23AD491,722824205302
2116,IT,3,U23MA204,722825205007
2117,IT,3,U23CS403,722825205007
2118,IT,3,U23CS404,722825205007
2119,IT,3,U23EC382,722825205007
2120,IT,3,U23CS491,722825205007
2121,IT,3,U23IT481,722825205007
2122,IT,3,U23MA204,722825205050
2123,IT,3,U23CS403,722825205050
2124,IT,3,U23CS404,722825205050
2125,IT,3,U23EC382,722825205050
2126,IT,3,U23CS491,722825205050
2127,IT,3,U23IT481,722825205050
2128,IT,3,U23MA204,722825205031
2129,IT,3,U23CS403,722825205031
2130,IT,3,U23CS404,722825205031
2131,IT,3,U23EC382,722825205031
2132,IT,3,U23CS491,722825205031
2133,IT,3,U23IT481,722825205031
2134,IT,3,U23MA204,722825205002
2135,IT,3,U23CS403,722825205002
2136,IT,3,U23CS404,722825205002
2137,IT,3,U23EC382,722825205002
2138,IT,3,U23CS491,722825205002
2139,IT,3,U23IT481,722825205002
2140,IT,3,U23MA204,722825205053
2141,IT,3,U23CS403,722825205053
2142,IT,3,U23CS404,722825205053
2143,IT,3,U23EC382,722825205053
2144,IT,3,U23CS491,722825205053
2145,IT,3,U23IT481,722825205053
2146,IT,5,U23IT403,722824205011
2147,IT,5,U23EC383,722824205011
2148,IT,5,U23OME81,722824205011
2149,IT,5,U23AM495,722824205011
2150,IT,5,U23CB593,722824205011
2151,IT,5,U23AD491,722824205011
2152,IT,5,U23IT403,722824205059
2153,IT,5,U23EC383,722824205059
2154,IT,5,U23OME81,722824205059
2155,IT,5,U23AM495,722824205059
2156,IT,5,U23CB593,722824205059
2157,IT,5,U23AD491,722824205059
2158,IT,5,U23IT403,722824205024
2159,IT,5,U23EC383,722824205024
2160,IT,5,U23OME81,722824205024
2161,IT,5,U23AM495,722824205024
2162,IT,5,U23CB593,722824205024
2163,IT,5,U23AD491,722824205024
2164,IT,5,U23IT403,722824205029
2165,IT,5,U23EC383,722824205029
2166,IT,5,U23OME81,722824205029
2167,IT,5,U23AM495,722824205029
2168,IT,5,U23CB593,722824205029
2169,IT,5,U23AD491,722824205029
2170,IT,5,U23IT403,722824205042
2171,IT,5,U23EC383,722824205042
2172,IT,5,U23OME81,722824205042
2173,IT,5,U23AM495,722824205042
2174,IT,5,U23CB593,722824205042
2175,IT,5,U23AD491,722824205042
2176,IT,7,U23CB103,722823205010
2177,IT,7,U23CB104,722823205010
2178,IT,7,U23CB532,722823205010
2179,IT,7,U23OME07,722823205010
2180,IT,7,U23IT523,722823205010
2181,MECH,3,U23MA208,722825114030
2182,MECH,3,U23ME402,722825114030
2183,MECH,3,U23ME481,722825114030
2184,MECH,3,U23EC381,722825114030
2185,MECH,3,U23ME403,722825114030
2186,MECH,3,U23OAD81,722825114030
2187,MECH,5,U23ME405,722824114009
2188,MECH,5,U23ME406,722824114009
2189,MECH,5,U23ME407,722824114009
2190,MECH,5,U23ME522,722824114009
2191,MECH,5,U23AM499,722824114009
2192,MECH,5,U23ME484,722824114009
2193,MECH,5,U23ME592,722824114009
2194,MECH,5,U23ME594,722824114009
2195,MECH,5,U23ME541,722824114009
2196,MECH,7,U23CB103,722823114029
2197,MECH,7,U23CB104,722823114029
2198,MECH,7,U23CS588,722823114029
2199,MECH,7,U23EE524,722823114029
2200,MECH,7,U23AM584,722823114029
2201,MECH,7,U23ME410,722823114029
2202,MECH,7,U23ME552,722823114029
2203,MECH,7,U23AM586,722823114029
2204,MECH,7,U23ME541,722823114029
2205,MECH,7,U23CS521,722823114029
2206,MECH,7,U23EE522,722823114029
2207,MECH,7,U23AM581,722823114029
2208,MECH,7,U23ME592,722823114029
2209,MECH,7,U23ME594,722823114029
2210,MECH,7,U23CB103,722823114019
2211,MECH,7,U23CB104,722823114019
2212,MECH,7,U23CS588,722823114019
2213,MECH,7,U23EE524,722823114019
2214,MECH,7,U23AM584,722823114019
2215,MECH,7,U23ME410,722823114019
2216,MECH,7,U23ME552,722823114019
2217,MECH,7,U23AM586,722823114019
2218,MECH,7,U23ME541,722823114019
2219,MECH,7,U23CS521,722823114019
2220,MECH,7,U23EE522,722823114019
2221,MECH,7,U23AM581,722823114019
2222,MECH,7,U23ME592,722823114019
2223,MECH,7,U23ME594,722823114019
2224,MECH,3,U23MA208,722825114017
2225,MECH,3,U23ME402,722825114017
2226,MECH,3,U23ME481,722825114017
2227,MECH,3,U23EC381,722825114017
2228,MECH,3,U23ME403,722825114017
2229,MECH,3,U23OAD81,722825114017
2230,MECH,5,U23ME405,722824114012
2231,MECH,5,U23ME406,722824114012
2232,MECH,5,U23ME407,722824114012
2233,MECH,5,U23ME522,722824114012
2234,MECH,5,U23AM499,722824114012
2235,MECH,5,U23ME484,722824114012
2236,MECH,5,U23ME592,722824114012
2237,MECH,5,U23ME594,722824114012
2238,MECH,5,U23ME541,722824114012
2239,MECH,5,U23ME405,722824114002
2240,MECH,5,U23ME406,722824114002
2241,MECH,5,U23ME407,722824114002
2242,MECH,5,U23ME522,722824114002
2243,MECH,5,U23AM499,722824114002
2244,MECH,5,U23ME484,722824114002
2245,MECH,5,U23ME592,722824114002
2246,MECH,5,U23ME594,722824114002
2247,MECH,5,U23ME541,722824114002
2248,MECH,5,U23ME405,722824114010
2249,MECH,5,U23ME406,722824114010
2250,MECH,5,U23ME407,722824114010
2251,MECH,5,U23ME522,722824114010
2252,MECH,5,U23AM499,722824114010
2253,MECH,5,U23ME484,722824114010
2254,MECH,5,U23ME592,722824114010
2255,MECH,5,U23ME594,722824114010
2256,MECH,5,U23ME541,722824114010
2257,MECH,5,U23ME405,722824114017
2258,MECH,5,U23ME406,722824114017
2259,MECH,5,U23ME407,722824114017
2260,MECH,5,U23ME522,722824114017
2261,MECH,5,U23AM499,722824114017
2262,MECH,5,U23ME484,722824114017
2263,MECH,5,U23ME592,722824114017
2264,MECH,5,U23ME594,722824114017
2265,MECH,5,U23ME541,722824114017
2266,MECH,5,U23ME405,722824114028
2267,MECH,5,U23ME406,722824114028
2268,MECH,5,U23ME407,722824114028
2269,MECH,5,U23ME522,722824114028
2270,MECH,5,U23AM499,722824114028
2271,MECH,5,U23ME484,722824114028
2272,MECH,5,U23ME592,722824114028
2273,MECH,5,U23ME594,722824114028
2274,MECH,5,U23ME541,722824114028
2275,MECH,5,U23ME405,722824114005
2276,MECH,5,U23ME406,722824114005
2277,MECH,5,U23ME407,722824114005
2278,MECH,5,U23ME522,722824114005
2279,MECH,5,U23AM499,722824114005
2280,MECH,5,U23ME484,722824114005
2281,MECH,5,U23ME592,722824114005
2282,MECH,5,U23ME594,722824114005
2283,MECH,5,U23ME541,722824114005
2284,MECH,3,U23MA208,722825114010
2285,MECH,3,U23ME402,722825114010
2286,MECH,3,U23ME481,722825114010
2287,MECH,3,U23EC381,722825114010
2288,MECH,3,U23ME403,722825114010
2289,MECH,3,U23OAD81,722825114010
2290,MECH,3,U23MA208,722825114011
2291,MECH,3,U23ME402,722825114011
2292,MECH,3,U23ME481,722825114011
2293,MECH,3,U23EC381,722825114011
2294,MECH,3,U23ME403,722825114011
2295,MECH,3,U23OAD81,722825114011
2296,MECH,3,U23MA208,722825114015
2297,MECH,3,U23ME402,722825114015
2298,MECH,3,U23ME481,722825114015
2299,MECH,3,U23EC381,722825114015
2300,MECH,3,U23ME403,722825114015
2301,MECH,3,U23OAD81,722825114015
2302,MECH,3,U23MA208,722825114028
2303,MECH,3,U23ME402,722825114028
2304,MECH,3,U23ME481,722825114028
2305,MECH,3,U23EC381,722825114028
2306,MECH,3,U23ME403,722825114028
2307,MECH,3,U23OAD81,722825114028
2308,MECH,5,U23ME405,722824114025
2309,MECH,5,U23ME406,722824114025
2310,MECH,5,U23ME407,722824114025
2311,MECH,5,U23ME522,722824114025
2312,MECH,5,U23AM499,722824114025
2313,MECH,5,U23ME484,722824114025
2314,MECH,5,U23ME592,722824114025
2315,MECH,5,U23ME594,722824114025
2316,MECH,5,U23ME541,722824114025
2317,MECH,5,U23ME405,722824114301
2318,MECH,5,U23ME406,722824114301
2319,MECH,5,U23ME407,722824114301
2320,MECH,5,U23ME522,722824114301
2321,MECH,5,U23AM499,722824114301
2322,MECH,5,U23ME484,722824114301
2323,MECH,5,U23ME592,722824114301
2324,MECH,5,U23ME594,722824114301
2325,MECH,5,U23ME541,722824114301
2326,MECH,5,U23ME405,722824114027
2327,MECH,5,U23ME406,722824114027
2328,MECH,5,U23ME407,722824114027
2329,MECH,5,U23ME522,722824114027
2330,MECH,5,U23AM499,722824114027
2331,MECH,5,U23ME484,722824114027
2332,MECH,5,U23ME592,722824114027
2333,MECH,5,U23ME594,722824114027
2334,MECH,5,U23ME541,722824114027
2335,MECH,5,U23ME405,722824114014
2336,MECH,5,U23ME406,722824114014
2337,MECH,5,U23ME407,722824114014
2338,MECH,5,U23ME522,722824114014
2339,MECH,5,U23AM499,722824114014
2340,MECH,5,U23ME484,722824114014
2341,MECH,5,U23ME592,722824114014
2342,MECH,5,U23ME594,722824114014
2343,MECH,5,U23ME541,722824114014
2344,MECH,5,U23ME405,722824114501
2345,MECH,5,U23ME406,722824114501
2346,MECH,5,U23ME407,722824114501
2347,MECH,5,U23ME522,722824114501
2348,MECH,5,U23AM499,722824114501
2349,MECH,5,U23ME484,722824114501
2350,MECH,5,U23ME592,722824114501
2351,MECH,5,U23ME594,722824114501
2352,MECH,5,U23ME541,722824114501
2353,MECH,7,U23CB103,722823114010
2354,MECH,7,U23CB104,722823114010
2355,MECH,7,U23CS588,722823114010
2356,MECH,7,U23EE524,722823114010
2357,MECH,7,U23AM584,722823114010
2358,MECH,7,U23ME410,722823114010
2359,MECH,7,U23ME552,722823114010
2360,MECH,7,U23AM586,722823114010
2361,MECH,7,U23ME541,722823114010
2362,MECH,7,U23CS521,722823114010
2363,MECH,7,U23EE522,722823114010
2364,MECH,7,U23AM581,722823114010
2365,MECH,7,U23ME592,722823114010
2366,MECH,7,U23ME594,722823114010
2367,MECH,7,U23CB103,722823114008
2368,MECH,7,U23CB104,722823114008
2369,MECH,7,U23CS588,722823114008
2370,MECH,7,U23EE524,722823114008
2371,MECH,7,U23AM584,722823114008
2372,MECH,7,U23ME410,722823114008
2373,MECH,7,U23ME552,722823114008
2374,MECH,7,U23AM586,722823114008
2375,MECH,7,U23ME541,722823114008
2376,MECH,7,U23CS521,722823114008
2377,MECH,7,U23EE522,722823114008
2378,MECH,7,U23AM581,722823114008
2379,MECH,7,U23ME592,722823114008
2380,MECH,7,U23ME594,722823114008
2381,MECH,7,U23CB103,722823114017
2382,MECH,7,U23CB104,722823114017
2383,MECH,7,U23CS588,722823114017
2384,MECH,7,U23EE524,722823114017
2385,MECH,7,U23AM584,722823114017
2386,MECH,7,U23ME410,722823114017
2387,MECH,7,U23ME552,722823114017
2388,MECH,7,U23AM586,722823114017
2389,MECH,7,U23ME541,722823114017
2390,MECH,7,U23CS521,722823114017
2391,MECH,7,U23EE522,722823114017
2392,MECH,7,U23AM581,722823114017
2393,MECH,7,U23ME592,722823114017
2394,MECH,7,U23ME594,722823114017
